Serial	Description	Category
n09957834	"nonconformist, recusant"	n10018021
n09959387	constitutionalist	n09774783
n09960417	"contemporary, coeval"	n09626238
n09960891	contractor	n10402824
n09961469	control freak	n09950457
n09962214	Converso	n09962414
n09964064	copartner	n10402417
n09965515	coreligionist	n09628382
n09965905	cornhusker	n09632518
n09966554	"correspondent, letter writer"	n09610660
n09967159	cosmetologist	n09617867
n09967555	Cossack	n09676884
n09968549	"cottager, cottage dweller"	n09620078
n09970699	compatriot	n09625401
n09972010	"cousin, first cousin, cousin-german, full cousin"	n10235549
n09972157	"couturier, fashion designer, clothes designer, designer"	n09614315
n09972946	cowboy	n09606009
n09975425	"craftsman, crafter"	n09614315
n09976024	crapshooter	n10118844
n09976551	"creature, tool, puppet"	n10609325
n09979913	Croesus	n10529231
n09980985	croupier	n10118844
n09981365	Crusader	n10768585
n09982370	cultist	n10099375
n09982525	cultist	n10099375
n09983214	cur	n09614047
n09985075	client	n09898892
n09985683	cybernaut	n09951274
n09985978	"cyborg, bionic man, bionic woman"	n10278666
n09987696	"dabbler, dilettante, sciolist"	n09786585
n09990690	clog dancer	n09990415
n09990904	dancing partner	n09990415
n09991530	"daredevil, madcap, hothead, swashbuckler, lunatic, harum-scarum"	n09606009
n09991867	"darling, favorite, favourite, pet, dearie, deary, ducky"	n09622302
n09992331	Darwinian	n09774783
n09992429	dastard	n09614047
n09995398	"decoder, decipherer"	n09621545
n09995925	dropout	n10502046
n09996039	dropout	n09619824
n09996304	deadhead	n09626031
n09997404	"debater, arguer"	n09615465
n09997939	decadent	n09831962
n09999443	defaulter	n09613191
n09999532	"defaulter, deadbeat"	n09997622
n10000459	"deist, freethinker"	n09625789
n10001764	"demigod, superman, Ubermensch"	n09623038
n10002031	"democrat, populist"	n09774783
n10002477	demon	n09767197
n10003283	denier	n09615465
n10006511	"descendant, descendent"	n10235549
n10007109	"deserter, apostate, renegade, turncoat, recreant, ratter"	n10502046
n10007809	"designer, intriguer"	n10438172
n10008535	desperate	n09630641
n10008716	"destroyer, ruiner, undoer, waster, uprooter"	n09831962
n10010062	developer	n09614315
n10010767	devisor	n10703336
n10011659	dichromat	n09610255
n10011902	"dictator, potentate"	n10541229
n10013114	"dimwit, nitwit, half-wit, doofus"	n10599354
n10013399	dingbat	n10599354
n10015897	"disbeliever, nonbeliever, unbeliever"	n09625789
n10016103	"disciple, adherent"	n10099375
n10018532	political dissident	n10018021
n10019552	"diver, frogman, underwater diver"	n10072708
n10024025	dolichocephalic	n09605289
n10032524	drawer	n09624980
n10032676	"drawing card, draw, attraction, attractor, attracter"	n09616922
n10035430	driver	n09632518
n10038320	duce	n09623038
n10038929	"dueler, dueller, duelist, duellist"	n09773245
n10039271	duffer	n09931267
n10039391	"dumbbell, dummy, dope, boob, booby, pinhead"	n10599354
n10040344	"dwarf, midget, nanus"	n10613505
n10040945	"eager beaver, busy bee, live wire, sharpie, sharpy"	n09767197
n10041684	early bird	n10532576
n10042074	easterner	n09620078
n10042845	"eccentric, eccentric person, flake, oddball, geek"	n09606527
n10046717	"efficiency expert, efficiency engineer"	n09617867
n10047030	egghead	n09621545
n10048218	"elder, senior"	n09605289
n10049017	electrical engineer	n09615807
n10052497	"emir, amir, emeer, ameer"	n10541229
n10053708	employable	n09632518
n10053808	employee	n09632518
n10054657	employer	n09623038
n10055297	"enchantress, witch"	n10370381
n10055847	"enemy, foe, foeman, opposition"	n09773245
n10056103	"energizer, energiser, vitalizer, vitaliser, animator"	n09767197
n10056611	end man	n09763784
n10057271	"endorser, indorser"	n10597234
n10057491	end user	n10741590
n10059067	"enophile, oenophile"	n09802445
n10060075	entrant	n09613191
n10060175	entrant	n09629752
n10061656	"epicure, gourmet, gastronome, bon vivant, epicurean, foodie"	n09629246
n10062042	"epigone, epigon"	n09964411
n10062716	erotic	n09629246
n10065261	ethnarch	n10541229
n10067793	everyman	n09610405
n10069120	"exchanger, money changer"	n09624980
n10069427	"executioner, public executioner"	n10231087
n10070219	executor	n10086074
n10070449	exegete	n09617867
n10070942	"exhibitionist, flasher"	n09950457
n10072346	expert witness	n10786517
n10073762	"expositor, expounder"	n09621545
n10074249	ex-spouse	n09605289
n10074339	"exterminator, terminator, eradicator"	n10231087
n10074735	extremist	n10503452
n10075185	eyeglass wearer	n09626589
n10077593	"fan, buff, devotee, lover"	n10099375
n10078415	fantasist	n09614315
n10078806	"farmer, husbandman, granger, sodbuster"	n09614315
n10080784	fat cat	n10529231
n10081456	father	n09623038
n10082146	"fatso, fatty, fat person, roly-poly, butterball"	n10247044
n10082997	federalist	n09774783
n10084295	"female child, girl, little girl"	n09619168
n10085217	"fencer, swordsman"	n09939313
n10085344	fence-sitter	n10355142
n10090020	"financier, moneyman"	n09609232
n10090498	"finder, discoverer, spotter"	n09626589
n10090745	finder	n10575787
n10092880	first lady	n09762821
n10095769	flatmate	n10112591
n10095869	"flatterer, adulator"	n10099375
n10096217	"flier, flyer"	n09629752
n10098092	"flunky, flunkey, stooge, yes-man"	n10099375
n10098388	fly-by-night	n09997622
n10098862	folk dancer	n09990415
n10100124	follower	n09629752
n10100514	food faddist	n10075899
n10100761	"fool, sap, saphead, muggins, tomfool"	n10599354
n10103485	"foreigner, alien, noncitizen, outlander"	n09629752
n10104064	boss	n09623038
n10105906	"foster-brother, foster brother"	n09624168
n10106995	"foster-sister, foster sister"	n09619168
n10108832	Francophobe	n10162194
n10110421	"freelancer, freelance, free-lance, free lance, independent, self-employed person"	n09632518
n10110731	free-liver	n10109662
n10111779	Freudian	n10099375
n10113869	frotteur	n10299700
n10114550	fucker	n10173895
n10115271	fugleman	n09623038
n10116905	gadabout	n10575787
n10117957	"Galilean, Galilaean"	n09620078
n10118113	galley slave	n10609325
n10118382	"galvanizer, galvaniser, inspirer"	n09623038
n10119200	"gambler, risk taker"	n09606009
n10119953	gangsta	n09626238
n10121246	"garroter, garrotter, strangler, throttler, choker"	n10231087
n10122645	"gay man, shirtlifter"	n10182913
n10123214	genealogist	n09617867
n10126926	"genius, mastermind, brain, brainiac, Einstein"	n09621545
n10127555	geographer	n09617867
n10127689	geologist	n10560637
n10128909	"giant, goliath, behemoth, monster, colossus"	n09606527
n10129133	"giant, hulk, heavyweight, whale"	n10247044
n10131663	giver	n10138767
n10131815	gladiator	n09939313
n10133210	Gnostic	n09774783
n10135709	"go-getter, whizz-kid, whiz-kid, ball of fire"	n09767197
n10138242	good egg	n10138767
n10139347	"gossip, gossiper, gossipmonger, rumormonger, rumourmonger, newsmonger"	n09610660
n10140051	gouger	n09939313
n10143889	grantor	n10143725
n10145081	great	n09762821
n10149241	grunt	n09632274
n10150556	"guerrilla, guerilla, irregular, insurgent"	n10768585
n10151570	guide	n09623038
n10152763	guru	n09623038
n10153009	gutter	n09632518
n10154601	"hack, drudge, hacker"	n09632274
n10156173	hairsplitter	n09615465
n10156726	hakim	n10541229
n10157378	half-caste	n10323999
n10159434	hanger	n09632518
n10159852	Hanoverian	n10541229
n10162780	head	n10036266
n10162991	"head, chief, top dog"	n09623038
n10164025	"headman, tribal chief, chieftain, chief"	n09623038
n10165448	"hearer, listener, auditor, attender"	n09626589
n10165673	audile	n09626589
n10165808	motile	n09626589
n10166189	heartbreaker	n09910374
n10166394	"heathen, pagan, gentile, infidel"	n09625789
n10168183	"hedonist, pagan, pleasure seeker"	n09629246
n10168368	Hegelian	n10099375
n10168457	"Heidelberg man, Homo heidelbergensis"	n09627462
n10169678	"hell-kite, hell-rooster, gamecock"	n09939313
n10170866	hemiplegic	n10158756
n10174330	highbrow	n09621545
n10174589	"highflier, highflyer"	n09762821
n10175418	high roller	n10118844
n10177014	hisser	n09610660
n10178464	Hittite	n09620078
n10179069	hobbyist	n09786585
n10179911	"holder, bearer"	n09609232
n10180178	holder	n10389398
n10181445	homeboy	n09763784
n10182190	"homeless, homeless person"	n09630641
n10182499	"homeowner, householder"	n10389398
n10186350	"horticulturist, plantsman"	n09617867
n10186950	hosteller	n09629752
n10187130	host	n09605289
n10188146	hotspur	n09606009
n10191388	"humanist, humanitarian"	n09774783
n10191943	"humorist, humourist"	n09616922
n10192412	"humpback, hunchback, crookback"	n09978889
n10193719	hunter	n10575787
n10195056	hyperope	n10757625
n10196965	"idealist, dreamer"	n10756641
n10197392	"ideologist, ideologue"	n09774783
n10197525	"idiot, imbecile, cretin, moron, changeling, half-wit, retard"	n10599354
n10197780	idiot savant	n10599354
n10197967	"idler, loafer, do-nothing, layabout, bum"	n09626031
n10198832	"idolizer, idoliser"	n09622302
n10198958	"ignoramus, know nothing, uneducated person"	n09632274
n10199251	"imam, imaum"	n09623038
n10200781	"important person, influential person, personage"	n09605289
n10202225	inamorato	n09622302
n10202363	"incompetent, incompetent person"	n09632274
n10205231	inferior	n10099375
n10205344	infernal	n09994943
n10205985	"informant, source"	n09610660
n10206506	ingenue	n09622049
n10206763	"ingrate, thankless wretch, ungrateful person"	n09631129
n10207169	"in-law, relative-in-law"	n10235549
n10209082	"instigator, initiator"	n09623038
n10211962	internationalist	n09774783
n10213034	intervenor	n10402824
n10214637	"inventor, discoverer, artificer"	n09614315
n10215623	investigator	n09617867
n10216106	investor	n09609232
n10217038	"irredentist, irridentist"	n09774783
n10217436	"islander, island-dweller"	n09620078
n10217684	isolationist	n09774783
n10218164	Jack of all trades	n09605289
n10218292	Jacksonian	n10099375
n10219240	Jane Doe	n10402824
n10219453	janissary	n10099375
n10219680	Jansenist	n09774783
n10220807	Jeffersonian	n10099375
n10220924	Jekyll and Hyde	n09606527
n10222716	job candidate	n09607280
n10222949	Job	n09630641
n10223606	John Doe	n10402824
n10223744	"John Doe, Joe Blow, Joe Bloggs, man in the street"	n09610405
n10224446	"jonah, jinx"	n09630641
n10225219	"judge, justice, jurist"	n09769636
n10227166	Jungian	n10099375
n10227985	"jurist, legal expert"	n09617867
n10229983	Keynesian	n10099375
n10230097	khan	n10541229
n10236114	"blood relation, blood relative, cognate, sib"	n10235549
n10236304	"kin, kinsperson, family"	n10235549
n10236521	"enate, matrikin, matrilineal kin, matrisib, matrilineal sib"	n10235549
n10236663	"agnate, patrikin, patrilineal kin, patrisib, patrilineal sib"	n10235549
n10236946	kinsman	n10235549
n10237069	kinswoman	n10235549
n10237196	"kisser, osculator"	n09622302
n10237315	"kissing cousin, kissing kin"	n10235549
n10240514	"kook, odd fellow, odd fish, queer bird, queer duck, odd man out"	n09606527
n10242032	labor leader	n09623038
n10243791	Lamarckian	n10099375
n10243872	"lamb, dear"	n09621359
n10243988	lamb	n10752480
n10244359	lamplighter	n09632518
n10245507	"landlubber, landsman, landman"	n09620078
n10246395	languisher	n09630641
n10246703	"lapidary, lapidarist"	n09617867
n10248008	Latin	n09620078
n10248711	"laudator, lauder, extoller"	n09610660
n10249270	"lawgiver, lawmaker"	n09623038
n10250527	"layman, layperson, secular"	n09610405
n10250873	lay witness	n10786517
n10252674	"leech, parasite, sponge, sponger"	n10099375
n10254965	"lesbian, tribade, gay woman"	n10182913
n10255567	"leveler, leveller"	n10503452
n10255915	Levite	n09681351
n10256756	"liberal, liberalist, progressive"	n09605289
n10257084	liberal	n09605289
n10257524	libertarian	n09774783
n10257647	"libertine, debauchee, rounder"	n09831962
n10262880	lilliputian	n10613505
n10264437	"linguist, linguistic scientist"	n10560637
n10265390	lip reader	n09996481
n10265532	"liquidator, receiver"	n10086074
n10266848	"litigant, litigator"	n10402824
n10268180	liver	n09620078
n10269785	"logician, logistician"	n09617867
n10270109	"logomach, logomachist"	n09615465
n10270628	"loner, lone wolf, lone hand"	n09619824
n10271124	long shot	n09613191
n10272782	loser	n10118844
n10272913	"loser, also-ran"	n09613191
n10273064	"failure, loser, nonstarter, unsuccessful person"	n09630641
n10274639	"lout, clod, stumblebum, goon, oaf, lubber, lummox, lump, gawk"	n09931267
n10275848	Luddite	n09773245
n10276659	light	n10112591
n10277352	"lurker, skulker, lurcher"	n10763725
n10278568	Machiavellian	n10099375
n10279219	macho	n09624168
n10284064	"maker, shaper"	n09614315
n10285313	"male child, boy"	n09624168
n10286282	malik	n09623038
n10287213	"man, adult male"	n09624168
n10288763	man	n09624168
n10290099	mandator	n09824609
n10290223	"Mandaean, Mandean"	n09628382
n10290422	"maneuverer, manoeuvrer"	n10438172
n10291580	"manikin, mannikin, homunculus"	n10613505
n10291822	"man of action, man of deeds"	n09767197
n10292052	"man of means, rich man, wealthy man"	n10529231
n10292622	Maoist	n09774783
n10293502	marcher	n09620078
n10294421	"marine engineer, naval engineer"	n09615807
n10295190	maroon	n09630641
n10297140	Marxist	n09774783
n10299250	"master of ceremonies, emcee, host"	n09616922
n10300154	mate	n10112591
n10300654	material	n09607280
n10300963	materialist	n09609232
n10301089	material witness	n10786517
n10301261	mathematician	n10560637
n10303513	mauler	n09939313
n10304650	mechanical engineer	n09615807
n10305192	meddler	n09631129
n10306004	medical scientist	n10560637
n10307114	melter	n09632518
n10308504	"memorizer, memoriser"	n10251779
n10308653	Mendelian	n10099375
n10309009	"mensch, mensh"	n10138767
n10309496	"mentor, wise man"	n09621545
n10309614	"mercenary, soldier of fortune"	n09606009
n10311021	"messenger, courier"	n09629752
n10311506	messmate	n09763784
n10312077	"metallurgist, metallurgical engineer"	n09615807
n10313000	Metis	n10323999
n10313872	microscopist	n10560637
n10314952	"migrant, migrator"	n09629752
n10316013	"militarist, warmonger"	n09605289
n10316862	military leader	n09623038
n10318414	"millenarian, millenarist, chiliast"	n10380126
n10318607	millionairess	n10529231
n10319996	mineralogist	n10560637
n10320484	mining engineer	n09615807
n10322238	misfit	n09606527
n10322391	misleader	n09623038
n10322801	"missing link, ape-man"	n09627462
n10323182	"missionary, missioner"	n09628382
n10324201	mnemonist	n09617867
n10324851	"model, role model"	n09623038
n10325013	hero	n09623038
n10325774	"modeler, modeller"	n09614315
n10326883	"Mogul, Moghul"	n10541229
n10327002	"Mohammedan, Muhammedan, Muhammadan"	n10099375
n10328437	moneymaker	n09609232
n10330439	Moonie	n09628382
n10330593	moonlighter	n09632518
n10330722	mopper	n09632518
n10331569	"mortgagor, mortgager"	n09997622
n10333719	mother's son	n09624168
n10334009	motorcyclist	n09629752
n10334461	Mound Builder	n09627462
n10335246	"mourner, griever, sorrower, lamenter"	n09630641
n10335931	mover	n09629752
n10337488	"mugwump, independent, fencesitter"	n09619824
n10339251	murder suspect	n10681383
n10339717	musher	n09629752
n10342367	"mute, deaf-mute, deaf-and-dumb person"	n09996481
n10342893	muzzler	n09632518
n10343355	myope	n10757625
n10343449	myrmidon	n10099375
n10343869	mythologist	n09617867
n10344121	naif	n09621359
n10344203	nailer	n09632518
n10344319	namby-pamby	n10771636
n10346015	nationalist	n09774783
n10346198	nationalist leader	n09623038
n10346392	natural	n09762821
n10347883	navigator	n10072708
n10348874	oblate	n09628382
n10349243	"obstructionist, obstructor, obstructer, resister, thwarter"	n09615465
n10349670	Nazarene	n09620078
n10349836	"Nazarene, Ebionite"	n09628382
n10350484	nazi	n10525134
n10350774	"nebbish, nebbech"	n10599354
n10351064	necker	n09622302
n10351491	negativist	n09833997
n10351874	"negotiator, negotiant, treater"	n09610660
n10352557	neoclassicist	n09774783
n10353598	nerd	n09617867
n10353734	Nestorian	n10099375
n10355306	neutralist	n09774783
n10357012	Newtonian	n10099375
